Id,kills,walkDistance,healsAndBoosts,weaponsAcquired,assists,cluster,churn,churn_probability
f7c26f3fa2ccb9,0,122.5,0,2,0,0,1,0.314300413427124
2c94fbba9d493d,0,4754.0,14,6,0,2,0,2.3661536612346724e-19
7dbf8350e714df,0,189.5,0,2,0,0,0,0.0848987365045919
20f0e2742226f3,2,263.8,1,3,1,0,0,0.0264308135695713
bb53c403749391,0,905.2,0,4,0,0,0,0.0008084359930742
c54619adc82a4b,0,276.7,0,1,0,0,0,0.2048728244842608
0d767bfa2ad625,0,93.67,0,2,0,0,1,0.3421491437105601
ab88b52674eea1,4,1104.0,1,3,0,0,0,4.20714667914437e-05
7a51db1490fc18,1,2716.0,6,6,1,1,0,1.1930964844224294e-11
de570693fba47e,0,2001.0,2,5,0,1,0,3.695645547612334e-08
c9dd2ceb7473bf,0,372.1,0,3,0,0,0,0.0409574069043428
42b2b3ad1d2e7e,0,100.7,0,3,0,0,0,0.1541084563328724
9fb286268aa8bd,0,1313.0,4,4,0,1,0,1.203829952341243e-06
257a210f20026a,0,1640.0,8,4,0,1,0,1.4309733588569878e-07
f4fca71ffba2c8,4,3074.0,6,3,0,2,0,4.3801988504064166e-14
44b2541fc62198,1,746.4,0,4,0,0,0,0.0018183354630335
3c292f4227c825,3,125.9,0,1,0,0,0,0.3572481091424089
977929863c699b,1,1798.0,5,7,0,1,0,1.9437146669137133e-08
c87f4113ba7dac,1,2192.0,2,9,0,1,0,1.3563990159104575e-09
3a8e429c071532,1,3144.0,12,8,0,2,0,2.7148077649663012e-14
94eb02a3fb666e,0,851.7,1,4,0,0,0,0.0007587108341104
3df59070beff2c,0,700.9,8,3,0,1,0,0.000232586604075
f2d1c4322c78fa,0,213.0,1,1,0,0,0,0.1382261681118624
cf433665ac2c2d,0,142.5,0,2,0,0,1,0.62780397255519
9632157fff58fe,1,264.3,0,1,0,0,0,0.2199461542329471
b4897bfb8d2df0,1,65.3,0,1,0,0,1,0.1829356212038127
5d7b177cae6bee,0,0.0,0,0,0,0,1,0.8281838303958061
fb46e182adad53,1,3540.0,1,4,0,1,0,1.3944126023532164e-12
2f1d2ae500137b,0,149.4,0,4,0,0,0,0.2360599390210204
b7a1d1dd7955cc,0,1406.0,0,4,0,1,0,1.1730300872636976e-05
ed7a011ccc48ff,0,186.1,6,2,0,0,0,0.0776282001646562
cb9e54632cc16d,0,203.8,0,3,1,0,0,0.0974788744159849
d422f46e17c31a,1,126.8,0,2,0,0,0,0.3281264258917972
c2441b31275bae,0,68.46,0,1,0,0,0,0.6203019593570344
1adfc8a229cdd5,0,0.0,0,0,0,0,1,0.910614104578176
b90d094f5c24ab,0,72.11,0,2,0,0,0,0.5585185074658352
1d4f948753cb08,0,150.2,0,1,0,0,0,0.09635836438571
04cd1eb6bcfa11,0,1679.0,2,4,0,1,0,4.954318684300306e-07
dc04b475b1d537,0,47.54,0,1,0,0,1,0.8605770453799464
a475fde887ad2b,0,242.8,1,1,0,0,0,0.0326503818288272
c1b58ed24505f2,0,2377.0,2,5,0,1,0,5.1197711702507e-09
dae3c22d1e635f,0,1085.0,1,3,0,0,0,8.47803969796386e-06
afaede47dbbf77,0,103.1,0,0,0,0,0,0.3578133944422623
5266f6781d2155,0,32.34,0,1,0,0,1,0.7560941884866278
c41ad122728b10,0,1894.0,0,3,0,1,0,1.4357310917320294e-08
b1a98c42bd28fc,0,1.192,0,0,0,0,1,0.9207459706514444
6e597db3b632ae,0,1158.0,1,2,0,0,0,4.370546838470864e-05
223c43a6eee98c,1,607.8,0,3,1,0,0,0.0011460426304868
94d3eb4e0318c3,0,1167.0,11,4,0,1,0,7.028196375020713e-06
86c51298ae520b,0,49.21,0,1,0,0,1,0.5014613688351119
a759f84290f342,0,282.6,0,6,0,0,0,0.026717612640453
4e021eeac86ed8,4,4317.0,15,6,1,2,0,1.6505068979099916e-18
5967b4470203ff,0,1286.0,2,3,1,1,0,2.936122286235119e-06
4db9ff00f2ed84,3,1448.0,1,3,0,1,0,2.9581305638792887e-05
29782c2fa31539,1,1342.0,8,5,1,1,0,9.173531698493124e-07
c8bdad5ac233e2,4,1768.0,2,7,0,2,0,3.4609807129333e-08
c27e07392eab24,6,1945.0,2,4,0,2,0,1.2773223042421393e-07
99202182f332e5,0,144.7,0,1,0,0,0,0.5944531934095015
230719ebaf6db9,1,223.5,0,3,0,0,0,0.037860943674463
bbe2e8ccb9afe2,1,661.5,0,2,0,0,0,0.002973322067857
f17f1e76f332ad,2,608.8,1,10,0,1,0,0.0005825432090453
477f65ddb3c023,0,237.9,0,3,0,0,0,0.0471409424424606
a7abedbef39139,0,27.8,0,1,0,0,0,0.2348269870129139
654b98f8a4db07,0,740.9,0,3,0,0,0,0.0001315379524453
ade56e5d859e04,2,293.2,0,3,0,0,0,0.0625959529626162
907675e469ab27,0,1223.0,0,5,0,1,0,4.904039523797679e-05
6b5acf8ec533d9,2,280.8,2,3,0,0,0,0.0117852435864624
eb80be9a236fcd,0,188.5,1,2,0,0,0,0.0321149796515822
4c2bc905428a3e,0,151.2,0,4,0,0,0,0.4371963587947048
2391efc519f913,5,2428.0,1,3,0,2,0,3.701152548974866e-09
e3d4fe9689f69d,4,1423.0,11,5,0,2,0,1.1516420366879516e-09
830d0f208c498b,3,2567.0,14,5,3,3,0,2.323021018690911e-12
36528e408c7078,3,1528.0,0,3,1,1,0,1.139925414616862e-06
9de7779a802c14,0,352.1,0,4,0,0,0,0.0194083074228483
a9cb3a20ce9dc5,0,189.9,0,2,1,0,1,0.4494751607296977
93e1a2e793d6a5,2,2733.0,3,5,1,1,0,6.336087654417081e-11
a688e24412bdb0,0,2328.0,1,6,0,1,0,6.021804313015871e-10
d892d2bf8a3ff9,7,3841.0,18,5,1,2,0,5.1922256262270085e-14
180274dbc2cbb6,0,209.2,0,4,1,0,0,0.0970384107661523
f6303ce679f61a,0,1494.0,1,5,0,1,0,8.042670336190475e-07
84319119492af2,0,2070.0,4,5,0,1,0,1.3131659811260062e-09
50b5cea5b466d9,1,1245.0,2,5,1,1,0,1.9002842436457696e-05
06e409d21a56f1,4,1102.0,11,7,0,2,0,1.495047755092754e-05
1210ad8f705f6a,0,1891.0,3,5,0,1,0,3.7545984145751195e-08
e35943df537b3d,4,2390.0,18,3,1,2,0,1.9356519820721067e-10
4e5f1803d1fb8f,2,1413.0,0,2,1,0,0,3.112298011239776e-05
b8348f5c21a302,0,748.4,0,4,0,0,0,0.0018031533509093
4267170f54d721,0,2204.0,1,7,1,1,0,4.0328363878833866e-10
04122ea2377a6a,3,476.9,5,5,0,1,0,0.000935211386207
fc016eb7baeefc,4,1138.0,3,6,1,2,0,0.0001809120500015
a00e92ee136582,0,323.5,0,4,0,0,0,0.0152565041925489
84a12270e05e4c,0,800.3,2,3,0,0,0,0.0013221056054935
993f3d3a571ee4,2,1757.0,0,4,0,1,0,5.262213881947112e-06
3f497d943471e7,1,1581.0,5,6,0,1,0,5.356708885592397e-07
1d12bdd8731436,0,19.72,0,1,0,0,1,0.8167423039520397
e80396a2ef9e4d,0,228.9,3,4,0,0,0,0.0349092615615215
8bb0f2c880a31b,1,5595.0,11,7,1,2,0,3.4833675410805063e-20
cebbbe04356af5,2,2802.0,6,3,0,2,0,1.2556924169577392e-11
4a4a4509702961,0,2208.0,0,5,0,1,0,1.2877012574127692e-08
80de8ccc0dbb39,0,1584.0,5,4,0,1,0,5.50081295147349e-08
e6d401f5afd554,0,661.1,0,3,0,0,0,0.0002405104814453
5925f468de4918,1,261.8,0,2,0,0,0,0.0088774787144552
2b9b5c9388662d,0,2326.0,0,5,0,1,0,6.412360117982737e-10
ba3133f5430c5b,0,227.6,0,5,0,0,0,0.0239624693937477
94524c5091370f,2,2980.0,9,7,0,2,0,6.517755866710257e-12
bc653f55cab4b5,0,1989.0,2,4,0,1,0,1.4722691656256006e-08
69fb644a296ac4,0,62.07,0,0,0,0,1,0.5370417243522967
c65356276fb930,1,2165.0,5,3,0,1,0,2.854594497355231e-09
b7cc9982c1e97c,3,567.5,5,4,0,1,0,0.0002879105891975
4e389dd04fe46f,0,143.1,0,3,0,0,0,0.1111222119978019
63c19089d943eb,4,1882.0,6,4,1,2,0,1.642481874430648e-09
7266d2af52e802,2,561.3,3,5,0,1,0,0.005387524758043
3ff18865c1ce6b,0,2044.0,8,6,0,1,0,6.291991463090483e-09
7b4431c29154f3,1,1907.0,0,7,0,1,0,3.4075389910550526e-08
cfa55af9adc68e,0,2231.0,8,7,2,3,0,5.266912657264459e-10
bdb97ae87a8250,0,118.0,0,2,0,0,0,0.4613823364921743
f482dede49babd,0,89.93,0,0,0,0,0,0.4271042623926042
186022a200bac5,0,16.14,0,2,0,0,1,0.7494356849045042
b4ff2b2cc49fe1,0,1070.0,1,2,0,0,0,1.4443462156478587e-05
0bd39a51e7f27c,2,1791.0,8,3,2,3,0,2.6961855989622474e-08
6ee02065a34731,1,2184.0,17,3,0,2,0,5.151799685035602e-10
65811cdf28da2e,0,3524.0,6,8,1,1,0,6.995072933536515e-14
16208b0d3fa3b9,0,78.37,0,1,0,0,1,0.6416928272305289
df6a69d60923e0,2,2042.0,13,7,2,3,0,7.250902850892087e-11
4d579abeebd805,0,468.1,0,4,0,0,0,0.0386893359903137
5842753e817147,1,599.5,3,2,0,0,0,0.0011512586999463
6494975cbddf29,0,2228.0,8,9,0,1,0,1.6968425545901556e-10
0e64a0e3e9a4f8,3,1583.0,2,5,0,1,0,7.177426000723212e-05
26b34eefcefdc9,0,112.7,0,1,0,0,1,0.6812383152381609
aa96910bafc555,0,551.1,3,3,0,0,0,0.0584276508558168
79ec54800db975,0,1573.0,8,4,0,1,0,7.471462196636392e-08
1e8dfaac8e7081,2,2848.0,18,3,1,2,0,2.159345980445205e-12
2861542d3ad0ac,0,493.9,0,3,0,0,0,0.0158095013919375
ac140267f97022,2,382.4,5,4,0,1,0,0.0546540822844561
136eb7618dcf31,0,1956.0,8,4,0,1,0,1.8911122931904143e-09
ddcd5c06c3fe47,0,135.2,0,1,0,0,0,0.5208032287291836
939f83a214b67c,3,3669.0,10,6,3,3,0,8.114326103006259e-14
8cef303f8872ca,2,183.0,1,3,0,0,1,0.0106422258254045
362188dc9e8464,0,223.9,0,1,0,0,0,0.0106662194696928
0cc279dd32919d,5,2958.0,9,7,0,2,0,9.072696565033348e-12
757e7d96f3b5eb,0,11.24,0,1,0,0,1,0.6155987403793961
29b07edbebe762,0,370.1,0,6,0,1,0,0.012063629303178
909e0ea554b9bb,2,1700.0,4,6,4,3,0,6.712933382591583e-08
b1cb44f4ab921a,3,109.1,1,4,0,0,1,0.901258904960168
638e4abb3a9106,3,2098.0,2,4,0,1,0,3.8131781145991295e-09
2c93776861fd06,4,2283.0,2,7,1,2,0,1.0123081430263699e-10
6b2ba255bc6cad,0,0.0,0,0,0,0,1,0.7382583120536595
726f50ef9c0df5,0,193.8,0,1,0,0,0,0.0768133578018507
c84dbcc364a3ef,0,1893.0,0,4,0,1,0,1.2761425736200428e-07
3240d0eda961e2,1,297.9,0,1,0,0,0,0.0601721032415243
45da71d5d814d2,0,405.1,0,6,0,1,0,0.0112027466109522
d59271857cc1bf,1,165.4,0,4,1,0,0,0.032675823333684
855ea9cb2e6b8e,1,2179.0,2,7,0,1,0,5.756591591080006e-09
7663835bd31263,0,0.0,0,0,0,0,1,0.9339377527431532
99f77aa664e2dd,0,3491.0,0,6,0,1,0,2.788183229191127e-13
8666a1fcb52a2d,1,2282.0,5,5,1,1,0,1.6747214817744471e-09
2348f223fc6bd8,2,2878.0,1,5,0,1,0,4.2321402927669486e-10
961baff1ce3b1a,5,3589.0,4,3,0,2,0,7.698382052818376e-14
59d3aca3a5049d,1,1401.0,0,3,0,0,0,1.4207654322177152e-05
e046156651211e,5,2321.0,11,2,0,2,0,5.50657205919885e-10
5629e31a472641,2,617.3,6,5,1,1,0,0.0002904678432031
513ccd6db7123a,1,2187.0,3,6,0,1,0,1.9816950263531975e-10
87979bf09b1599,0,1484.0,0,3,0,0,0,9.91284984228582e-06
7cdc3808304fd7,2,358.2,2,3,0,0,0,0.0405307891088419
041a3b4272030e,0,812.8,0,4,0,0,0,0.0003623439089972
d8581e44874955,0,2401.0,6,8,0,1,0,4.232721158132968e-10
44481b6a4e3af6,0,0.0,0,0,0,0,1,0.9422605516511742
93bdd014d1cda7,0,26.63,0,1,0,0,1,0.7449135766509062
d44262b16fe107,2,1211.0,8,7,0,2,0,1.33098363501063e-06
6bdcd2f281e3ff,1,2168.0,5,6,0,1,0,1.0056237254252472e-09
30f8a903d50086,0,1153.0,0,4,0,0,0,1.1665369873944048e-05
943cdf48af6632,0,428.6,0,4,0,0,0,0.0167409120020962
bdee6938fd0427,0,413.7,0,4,0,0,0,0.0043936885691565
ecd8e9c01cf1c5,0,394.2,0,2,0,0,1,0.1626320887142179
6c0eaf01d12769,1,2209.0,4,5,0,1,0,1.4700763303141764e-09
bc3958c11c6ab6,0,1014.0,0,6,1,1,0,7.94224379439304e-05
2537d52e94e718,1,1168.0,0,6,0,1,0,2.425804138095544e-05
fc90cde5edd695,1,372.4,0,7,0,1,0,0.0020017960512951
62cfdd447c4324,0,31.06,0,1,0,0,1,0.9426189242806402
6e738f63d5fc2f,1,1690.0,0,6,0,1,0,3.646007776121361e-07
a567d1e209961b,0,975.6,6,3,0,1,0,1.2286017433721222e-05
c11af4393af09a,1,1237.0,2,4,1,1,0,2.823512789427692e-05
3bc39571266d93,0,249.1,0,5,0,0,0,0.0175076471810912
6f83ec232c830a,1,285.1,0,3,0,0,0,0.0525441768764143
af5c007e173fab,2,127.5,0,1,0,0,0,0.0106594145080547
41dcea038bda44,0,59.8,0,1,0,0,0,0.6851534924213314
ed77aefcd86e33,1,2500.0,0,3,0,1,0,4.4492113523936615e-09
b5d9daf57524f1,0,129.5,0,2,0,0,0,0.2117848816769245
94f11dd75ec3e1,1,4312.0,16,7,0,2,0,8.763938266277193e-17
63949449ee6a7e,2,1269.0,8,4,0,2,0,1.3969040372325624e-07
ff0e5575f94029,0,365.4,1,4,0,0,0,0.0082398251304987
f88aca5589f4a0,0,105.8,0,2,0,0,0,0.4051494868356695
af4fcd227c0236,1,898.3,0,4,1,0,0,7.743750925885444e-05
73c8c615f20452,0,404.2,0,1,0,0,0,0.0561586617473546
ec502385c0f5b1,0,164.6,0,0,0,0,0,0.0850750036666851
ada91b528a49d8,0,194.8,0,3,0,0,0,0.2571548981932821
a67a34ac27318b,0,0.0,0,0,0,0,1,0.8354786065277018
b9d57e46ddadad,0,50.46,0,1,0,0,0,0.2705373368243015
ecdac8be624e56,0,61.64,0,0,0,0,0,0.6574054054257046
f0532dc10d6521,0,328.2,1,3,0,0,1,0.0536916580237354
75f16441f2a3db,0,50.83,0,1,0,0,1,0.777854174029816
0136152b2d4cfa,0,0.0,0,0,0,0,1,0.8826639289376258
e04022ce3208f0,0,1627.0,0,7,0,1,0,2.339744518854798e-06
d6c9588ffd1d62,0,228.4,0,2,0,0,0,0.0953519859276367
9ba48303e63c18,2,1482.0,17,4,2,3,0,4.166653328984325e-08
150033a91c53cc,1,3546.0,5,4,0,1,0,6.459746525898469e-13
8768531a16b6e4,2,1226.0,4,4,0,1,0,0.0001734784538941
377499b8a36df4,0,1982.0,0,2,0,0,0,1.1619403616442065e-07
dfa9ea69607bca,3,577.8,1,2,1,0,0,0.0008498706572325
8d54ef5e13bb7d,1,475.0,2,3,0,0,0,0.0046014029086062
38e6999a42bab9,0,934.3,4,4,0,1,0,2.6335799180457256e-05
e4be9bb45f99d4,7,2796.0,7,3,0,2,0,1.987458678306532e-12
78556877700b0d,0,1535.0,1,3,0,0,0,1.0854181155936184e-05
9b7fd2793c70e7,2,1086.0,2,5,0,1,0,4.974609023074173e-06
8e50a4704020ba,1,613.1,0,2,0,0,0,0.0063543040081098
9027366086674f,1,66.6,1,4,1,0,0,0.0124721474165897
beabe0435d353e,0,1277.0,2,4,0,1,0,1.474441502457822e-06
738cc7700a18de,0,82.98,0,1,0,0,1,0.8372148953018305
f6ed2389d330ac,1,1354.0,9,2,0,1,0,9.97152888691328e-07
6efa847e0ed1b8,2,81.66,0,1,0,0,0,0.5101606328617753
0473a9e3ddd0c0,2,522.4,0,2,0,0,0,0.0300461135399546
d08d72332dc40f,0,1034.0,0,4,0,0,0,7.551522238492727e-05
27d1119e9724e8,3,2913.0,4,5,0,2,0,1.7915698318902837e-12
a3b2f50c649b4f,0,3964.0,5,6,0,1,0,6.5585104415886216e-15
506988549a5112,1,2220.0,4,4,1,1,0,2.3468241836449114e-09
fcfd4ffe8adb08,0,41.14,0,1,0,0,0,0.5269412457641232
7a2f4aee9c4711,1,1231.0,0,10,1,1,0,1.406786118987442e-05
a1e996ef14b6fd,0,2878.0,4,5,0,1,0,2.976892652300591e-12
24b05c24b78587,0,512.0,1,4,0,0,0,0.0033546592030307
764c34b7cb1bea,0,37.29,0,2,0,0,1,0.7411088062708624
96e304cb2eb3bb,1,2670.0,6,4,0,1,0,1.0877592632342702e-11
868a55c4598a6c,1,48.2,0,1,0,0,1,0.42224528791668
d95fbaa47941e5,0,24.89,0,1,0,0,0,0.6032076439739137
c09cff7cae65bc,4,2310.0,6,7,1,2,0,6.414646629221238e-11
a65866b56131bf,2,371.3,2,2,0,0,1,0.1025385011780136
9f4e5275a2efef,6,2725.0,8,7,1,2,0,9.432585358988909e-13
de429b91c7d97f,0,3203.0,9,4,1,2,0,5.963492127819394e-13
5a8174419f80a9,0,962.1,6,5,0,1,0,3.265645129048792e-05
024d3dd43400d6,0,95.08,0,2,0,0,0,0.32686011151686
a95630107516a3,0,255.6,0,3,0,0,0,0.2231953306343229
2c8ccbdbde0e1e,0,2380.0,4,4,0,1,0,7.633882099196851e-10
df5d4a855dcbd2,1,2691.0,9,6,0,2,0,1.0573514720155428e-10
e4d0e7fd988c31,0,6.112,0,1,0,0,0,0.5382771974902297
6d08e3e9c68497,1,790.9,3,3,0,0,0,0.0006340805786625
5856de7d15940e,2,1950.0,6,8,0,1,0,6.211221245291602e-09
6dc9d62004afca,1,1726.0,6,9,0,1,0,1.1577601530724172e-09
d3c30a7eacf372,0,631.9,0,2,0,0,0,0.0033204868106479
e1f2092d570d92,1,1602.0,5,4,0,1,0,1.3445856720690377e-08
28a288d2a326b9,0,470.7,0,3,0,0,0,0.0290255759408701
a3bc78d809ee93,2,2882.0,3,4,0,1,0,5.3238382862500456e-12
7762c13976cd1b,2,698.2,2,8,0,1,0,0.0026514637384585
98bc0aff1d831d,1,1611.0,1,3,0,1,0,4.912954394200968e-07
a8802b9a1c8b48,0,384.9,0,3,1,0,0,0.0027465357906289
0432c78b9bc144,0,2994.0,5,5,0,1,0,1.5556337838229314e-12
4cf20c1287f930,3,2315.0,1,5,0,1,0,1.5846689844238236e-09
8afbc25446a21c,0,224.4,1,3,0,0,0,0.0080196862269356
325de657651a23,2,1200.0,7,5,1,2,0,5.31809501549731e-07
c42e5cbe98b2c5,1,87.81,0,4,0,0,0,0.0122471405251831
458aff1a562da1,0,390.1,0,3,0,0,0,0.0092454115659408
352763f4cb6d07,4,2354.0,2,6,1,2,0,1.0324601464672247e-07
518672a0daa15a,0,39.15,0,2,0,0,1,0.8900289480840675
bc8dab733c8399,0,205.9,0,4,0,0,0,0.0175714059802893
283ca36ff497e8,0,2328.0,2,5,0,1,0,1.0831092122076967e-09
2f7017365ed3ad,1,1435.0,0,4,0,1,0,5.7256625082676735e-06
13a2199e64c7c6,4,1850.0,9,4,0,2,0,2.613178362247496e-09
ef27e5c7c631b1,0,48.26,0,1,0,0,1,0.8654735309074328
7f169482a8c28e,2,512.4,0,1,0,0,0,0.2088679957906181
fa7d8bf88433a4,0,1956.0,1,5,1,1,0,1.6427655769713466e-08
89afd8603ad05b,0,0.0,0,0,0,0,1,0.344011237949592
c343b3e0a5843b,0,81.45,0,1,0,0,0,0.085432565811002
33cf9747195879,0,207.1,0,1,0,0,0,0.1357462766388413
500a2639a464f6,7,3060.0,9,3,0,2,0,8.137792075520175e-13
c4fa783073ef36,1,2335.0,3,7,0,1,0,1.1809524281400112e-09
73c0d38a0ea57a,0,751.7,0,3,0,0,0,0.0006964434086167
d2cd23288bce6f,0,44.68,0,1,0,0,1,0.7969732917723386
dee69840b24911,1,2077.0,9,5,0,2,0,6.355297763584092e-09
b308e013285ccb,0,117.3,0,1,0,0,1,0.5516740702522166
9b23df90ed09f5,0,0.0,0,1,0,0,1,0.8709606704001324
e90ff16a2e2c15,6,2206.0,6,6,0,2,0,2.3970365952223434e-11
827ea12c5b7294,0,1661.0,0,6,0,1,0,4.289735285359506e-07
1cf382cdebda69,2,1578.0,4,5,0,1,0,7.344707444076132e-08
8698711ce47225,3,225.2,1,3,0,0,0,0.0560723837692136
73de70bc3c230e,2,169.4,1,3,0,0,0,0.1126939777649341
70fbe9637548b0,0,56.56,0,0,0,0,1,0.8863290609153234
59835f21174e82,0,301.4,2,3,0,0,0,0.0199321459393406
530eb9d381528b,0,3558.0,1,3,0,1,0,6.305952324703191e-13
65bc0587883960,0,0.0,0,0,0,0,1,0.904552890966414
92938c7120aad8,0,529.8,0,3,0,0,0,0.0162683185447863
0b8c4a54199232,0,2.218,0,1,0,0,1,0.1376924954537174
dad69b3137f497,0,2381.0,0,5,0,1,0,2.591991126244985e-09
c0b5610bc8395b,0,566.5,0,13,0,1,0,9.950327223432216e-05
891df7eba0a0c0,0,1470.0,7,5,0,1,0,1.0779044006385602e-07
6b946b1e72dbcb,3,2495.0,14,5,0,2,0,4.895507245723939e-10
5464f382e30a93,1,143.8,1,2,0,0,0,0.0758504390404044
d2a3aa41203b0d,2,596.8,1,4,0,0,0,0.0004161467050319
c9d779c8eb2835,0,39.91,0,1,0,0,1,0.6717889187124417
9ff26637636331,3,2116.0,4,8,0,2,0,6.823223202421964e-10
bd03088422bb96,0,400.0,0,4,0,0,0,0.0215822385808067
3e9da5a5969e91,7,3708.0,15,6,0,2,0,9.373725048858821e-13
efa8259c0ee218,0,187.2,0,2,0,0,1,0.420689773230964
8baee7126ad577,0,42.13,0,1,0,0,0,0.4056155151214931
a151a0aeb1f6c6,3,2920.0,11,5,1,2,0,5.646722228396805e-12
f2637a0176f6e6,2,2756.0,21,3,2,3,0,7.799673478522918e-13
e60bbeadf4263f,0,183.9,1,4,0,0,0,0.2475730819272617
9ed8f3be734272,0,53.06,0,1,0,0,0,0.1265973982486472
1e45d220557fe2,2,1643.0,9,9,0,2,0,1.1177962899910614e-08
0edb303871dcb3,0,940.0,0,4,0,0,0,0.0001949268343883
f7e9f46389c012,1,551.8,1,3,1,0,0,0.0025412306403756
2c701acbf2644c,1,2851.0,4,5,0,1,0,3.259852987065408e-12
2c84047fcb719a,0,64.0,0,4,0,0,1,0.4068677252697589
6e29f9246088bb,0,721.1,0,2,0,0,0,0.0046075886065114
b24bf27429bf31,2,826.0,3,3,0,0,0,0.000152193036978
460cc6a684b40f,0,510.8,3,4,0,0,0,0.0092847456064899
dfd5e161266641,0,77.73,0,1,0,0,0,0.5107018914141233
df692a6ca29045,0,887.8,0,4,0,0,0,0.000150946268558
d0033ff9ee1266,2,1100.0,0,2,0,0,0,1.579225078798534e-05
94958763ac6856,1,1903.0,3,5,0,1,0,1.788875914065687e-07
1933e9cd12670f,3,2575.0,13,4,0,2,0,1.938900189915073e-10
97b136853531cd,1,142.3,0,1,1,0,0,0.1327848396275452
f288b76ef5a52f,0,232.3,0,6,0,0,0,0.0807394603685692
0ca70779948d67,0,95.22,0,3,0,0,1,0.7447607562479106
12cfb52dbec295,0,46.0,0,2,0,0,0,0.2607665212424515
708fd3732d7901,6,2513.0,13,6,2,3,0,2.7033473712796837e-08
4de8740368c0b3,1,1120.0,1,6,3,3,0,6.0328581856650646e-06
8435474b9866b2,1,1706.0,1,5,0,1,0,1.8970877962490506e-07
10d1658046a32b,1,169.9,0,3,0,0,0,0.027876522587408
fa0d5e74323ba3,0,19.5,0,1,0,0,1,0.8554830142471768
36c743baa9d4a7,0,1857.0,0,4,0,1,0,7.471731985681604e-08
b578c1e93050d7,1,2696.0,4,5,1,1,0,2.335472903670251e-11
47d198d181499e,0,109.4,0,1,0,0,0,0.6633103989945898
89b984dbe8a20d,0,2076.0,12,5,0,2,0,9.185522919810551e-09
bb0f77f01b2913,2,2650.0,3,8,0,1,0,1.5158260012005787e-09
87f34e819fcb97,1,1681.0,3,10,1,1,0,2.671156584109498e-07
bc20c8e51edf67,0,154.4,0,1,0,0,0,0.0336154368127129
824ff251189587,0,0.0,0,3,0,0,1,0.2360243644389222
3a7c216680ecbe,0,1561.0,0,5,0,1,0,2.7235344362792408e-06
9af3615395bc52,0,3966.0,9,7,1,2,0,1.9310110379606644e-15
03dc56c3947b30,3,3579.0,16,8,1,2,0,4.627087593875947e-15
0ffb37635f6b31,1,1362.0,2,4,2,3,0,2.9133267157960896e-06
a466fe6082d70c,1,2118.0,7,8,0,1,0,4.680258005307175e-09
0f7793ac5da74e,1,148.3,2,5,0,0,0,0.0156846182943309
5a60f1796c9880,0,4388.0,7,5,0,1,0,6.728720604820079e-17
d481b627af1ee2,2,1236.0,3,7,0,1,0,5.160921522171538e-07
084fd25b636610,0,1344.0,0,2,0,0,0,1.6586734008565273e-05
486d2d0766da1d,2,385.9,5,3,1,0,0,0.007717238164763
8524734e29b34c,3,5483.0,1,4,0,2,0,2.4178584176153493e-19
406ca4964b048e,3,2693.0,9,6,1,2,0,9.150879050270947e-12
a74cbc793471a8,1,68.04,0,1,0,0,0,0.4151544411796024
5049487734f9ac,2,146.3,0,2,0,0,0,0.0094753499372568
dc56284c1000a7,3,1639.0,0,9,3,3,0,5.1808394509093e-08
39f9e2d1383d1d,0,136.1,0,1,0,0,1,0.3545753218497142
1afc4b0664b225,1,2276.0,4,4,1,1,0,1.107637283173363e-08
43a0eaa285f164,0,2742.0,5,10,2,3,0,1.4622307243492778e-12
7ebe910d4fbc50,0,38.64,0,2,0,0,0,0.2217649819782696
431bbed27b8008,0,46.74,0,2,0,0,1,0.3788531981246343
dd6fb679316ae2,0,1379.0,5,2,0,0,0,3.160250870603383e-07
79e5fd8da62131,2,265.5,0,3,0,0,0,0.0156595967046683
fff69c0b437f0c,0,1704.0,1,9,0,1,0,1.2730498566689158e-07
35a32917878288,0,2685.0,0,2,0,1,0,1.5916151824810994e-10
7945bfcf3d6810,1,1809.0,6,3,3,3,0,2.1003518929524023e-08
264de2dbac569c,0,498.0,0,3,0,0,0,0.0121916975264165
3ea5073c9ad43c,1,62.55,0,1,0,0,1,0.222122120956489
007d15eaaeb588,0,73.51,0,1,0,0,0,0.4250325401086141
c0226e3d4a7669,0,6092.0,27,5,0,2,0,2.2307813546748e-23
71899156333fd6,0,141.5,0,2,0,0,1,0.8231972271750745
0839aedff2c297,1,105.5,0,1,0,0,0,0.0254747409697584
06bb73011426a3,6,1549.0,14,8,0,2,0,1.62238955903157e-08
4b715cf380ca24,1,2355.0,0,5,0,1,0,1.2826819950912592e-09
4dd59952117a06,1,2950.0,17,3,0,2,0,9.93461457094071e-12
f6dc38fc92b9f6,4,1343.0,3,4,0,2,0,4.978960923875564e-06
8fc94cfcc250bb,4,3573.0,5,6,1,2,0,2.2373468435776452e-14
209f66eb974a10,0,75.67,0,0,0,0,1,0.8584919821125423
24d62e890907c3,0,234.1,0,3,0,0,0,0.3476398927341488
5a8eeae812a749,0,865.2,0,2,0,0,0,0.0003051661545078
4b5f327a279848,0,136.7,0,2,0,0,1,0.2616891457091199
3d862c39ec42b0,0,177.0,0,2,0,0,0,0.4509354109628307
10cf7e7c0be3fb,0,2470.0,1,4,0,1,0,9.349859380626668e-11
8b04c84c0b3f60,0,1767.0,0,3,0,1,0,3.190178251351566e-07
83f58cc6c597f2,0,0.0,0,0,0,0,1,0.9039112247075576
